index,title,link,ww_points,image,calories,summary,Key1,Key2,Key3,Key4,Key5,Key6,Key7,Key8,Key9,Key10,Key11,Key12,Key13
9,Easy Healthy Ground Turkey Chorizo,https://www.skinnytaste.com/easy-healthy-turkey-chorizo/,3,https://www.skinnytaste.com/wp-content/uploads/2019/11/Turkey-Chorizo-4-260x390.jpg,116,"A lighter version of Mexican Chorizo made with ground turkey and a smoky spice blend, perfect for adding to eggs, tacos, and more!",DF,GF,,,,,KF,LC,,Q,,W,
10,Open Faced Turkey Melts,https://www.skinnytaste.com/open-faced-turkey-melts/,7,https://www.skinnytaste.com/wp-content/uploads/2019/11/Open-Face-Turkey-Melt-1-3-260x390.jpg,263,"These quick and easy, open faced turkey melts made with cranberries and celery make a great leftover thanksgiving turkey recipe for lunch!",,GF,,,,,KF,,,Q,,,
11,Creamy Pumpkin Ginger Soup,https://www.skinnytaste.com/pumpkin-ginger-soup/,4,https://www.skinnytaste.com/wp-content/uploads/2019/11/Pumpkin-Ginger-Soup-4-260x390.jpg,145,"This Creamy Pumpkin Ginger Soup is the perfect cozy, fall soup made creamy without adding any cream. Instead, the vegetables and Greek yogurt thicken it!",,GF,,,,,,,,,V,,
12,Butternut Squash Mac and Cheese,https://www.skinnytaste.com/butternut-squash-mac-and-cheese/,8,https://www.skinnytaste.com/wp-content/uploads/2019/11/Butternut-Squash-Mac-and-Cheese-9-2-260x390.jpg,275,"Butternut Squash Mac and Cheese, a healthier version of macaroni and cheese is so creamy and delicious, no one will ever guess it’s also good for you!",,,,,,,,,,,V,,
13,Kale Salad with Quinoa and Cranberries,https://www.skinnytaste.com/kale-salad-with-quinoa-and-cranberries/,10,https://www.skinnytaste.com/wp-content/uploads/2019/11/Crowd-Pleasing-Kale-Salad-5-260x390.jpg,226,"This hearty, fall Kale Salad with Quinoa and Cranberries is made even better by massaging the kale which helps break down the tough cell structure and gives the raw kale a softer texture and gentler flavor.",,GF,,,,,,,,Q,V,,
14,Sweet Potato Pie,https://www.skinnytaste.com/sweet-potato-pie/,8,https://www.skinnytaste.com/wp-content/uploads/2010/11/Sweet-Potato-Pie-9-260x390.jpg,208,"A healthy and delicious version of the classic sweet potato pie – a perfect, easy sweet potato dessert recipe for Thanksgiving!",,,,,,,KF,,,,V,,
15,Whole Roasted Chicken with Lemon and Rosemary,https://www.skinnytaste.com/roast-chicken-with-rosemary-and-lemon/,4,https://www.skinnytaste.com/wp-content/uploads/2010/02/Roast-Chicken-with-Rosemary-_-Lemon-Finals-15-260x390.jpg,322,"Juicy, tender whole roasted chicken seasoned with lemon and rosemary is always a winner in my house! Make two and use the second for meal prep.",DF,GF,,,,,KF,LC,,,,W,
16,Stuffing Muffins,https://www.skinnytaste.com/stuffing-muffins/,4,https://www.skinnytaste.com/wp-content/uploads/2019/11/Stuffing-Muffins-2-260x390.jpg,115,Stuffing Muffins aka stuff’in are baked in a muffin tin for easy portion control! This classic stuffing recipe is made even more delicious with Pancetta!,,,,,,,KF,,,,,,
17,Baked Turkey Croquettes,https://www.skinnytaste.com/baked-turkey-croquettes/,3,https://www.skinnytaste.com/wp-content/uploads/2010/11/Turkey-Croquettes-3-260x390.jpg,217,Not sure what to do with all your leftover turkey?  Baked turkey croquettes are the perfect way to use up your leftover holiday turkey!,,,,,,,KF,,,Q,,,
18,Scalloped Potato Gratin,https://www.skinnytaste.com/skinny-scalloped-potato-gratin/,5,https://www.skinnytaste.com/wp-content/uploads/2011/11/Skinny-Scalloped-Potato-Gratin-12-260x390.jpg,160,A delicious Scalloped Potato Gratin recipe made with thinly sliced Yukon gold potatoes layered with cheese and a light buttery sauce.,,GF,,,,,,,,,V,,
19,Mashed Sweet Potatoes Brulee,https://www.skinnytaste.com/mashed-sweet-potatoes-brulee/,4,https://www.skinnytaste.com/wp-content/uploads/2011/10/Mashed-Sweet-Potato-Brulee_-8-260x390.jpg,100,Mashed Sweet Potatoes Brulee are seasoned with with a hint of cinnamon and nutmeg topped with a caramelized brown sugar crust.,,GF,,,,,KF,,,,V,,
20,Cauliflower “Mac” and Cheese,https://www.skinnytaste.com/cauliflower-mac-and-cheese/,9,https://www.skinnytaste.com/wp-content/uploads/2019/10/Cauli-Mac-11-260x390.jpg,238,Cheesy Baked Cauliflower “Mac” and Cheese is perfect when you’re craving macaroni and cheese–without the pasta! It’s lower in carbs and each bowl has a healthy amount of vegetables and protein!,,,,,,,KF,LC,,,V,,
1,Baked Chicken Thighs with Brussels and Sweet Potato,https://www.skinnytaste.com/baked-chicken-thighs-with-brussels-sprouts-and-sweet-potato/,11,https://www.skinnytaste.com/wp-content/uploads/2019/11/Chicken-Thighs-with-Brussels-and-Sweet-Potato-1-4-260x390.jpg,587,"Baked Chicken Thighs with Brussels Sprouts and Sweet Potato, a quick and easy one-pot chicken dinner for a chilly, fall night.",DF,GF,,,HF,,KF,,,,,W,
2,Air Fryer Turkey Breast,https://www.skinnytaste.com/air-fryer-turkey-breast/,6,https://www.skinnytaste.com/wp-content/uploads/2018/11/Air-Fryer-Turkey-Breast-2-260x390.jpg,226,"Air Fryer Turkey Breast comes out so moist and juicy and perfectly cooked with a beautiful deep golden brown skin. And bonus, it cooks in a fraction of the time it would in the oven!",DF,GF,AF,,,HP,KF,LC,,,,W,
3,Cranberry Pear Sauce,https://www.skinnytaste.com/cranberry-pear-sauce/,3,https://www.skinnytaste.com/wp-content/uploads/2011/11/Cranberry-Pear-Sauce-2-copy-260x390.jpg,61,"An EASY 3-ingredient cranberry pear sauce! This is my go-to cranberry sauce recipe for the Holidays. I love how the sweet pears compliment the tart cranberries, perfect to add to your Thanksgiving table.",DF,GF,,,,,KF,,,Q,V,,
4,Macaroni and Cheese Soup with Broccoli,https://www.skinnytaste.com/skinny-macaroni-and-cheese-soup-with/,9,https://www.skinnytaste.com/wp-content/uploads/2012/01/Macaroni-Cheese-Soup-with-Broccoli-17-260x390.jpg,253,Macaroni and Cheese Soup with Broccoli is comfort food at it’s best! It’s a classic mac turned into a kid-friendly bowl of soup.,,,,,,,KF,,,Q,V,,
5,Baked Apple Cider Chicken and Cabbage,https://www.skinnytaste.com/baked-apple-cider-chicken-and-cabbage/,8,https://www.skinnytaste.com/wp-content/uploads/2019/10/Baked-Apple-Cider-Chicken-and-Cabbage-6-260x390.jpg,418,"Baked Apple Cider Chicken and Cabbage is the perfect one-pot fall dish made with cider-marinated chicken, red cabbage and apples.",DF,GF,,,,,,,,,,,
6,Banana Nut Bread,https://www.skinnytaste.com/makeover-banana-nut-bread-3-pts/,5,https://www.skinnytaste.com/wp-content/uploads/2008/11/Banana-Nut-Bread-3-260x390.jpg,104,"This recipe for banana nut bread is super moist and insanely delicious, plus it’s healthier than most because it uses less butter, oil and sugar than most recipes.",,,,,,,KF,,,,V,,
7,Kalyn’s Stuffed Cabbage Casserole,https://www.skinnytaste.com/kalyns-stuffed-cabbage-casserole/,6,https://www.skinnytaste.com/wp-content/uploads/2012/01/Stuffed-Cabbage-Casserole_-7-260x390.jpg,251,"This Stuffed Cabbage Casserole is basically a deconstructed version of stuffed cabbage layered with shredded cabbage, ground beef and brown rice cooked in tomatoes then topped with melted cheese. It’s SO good!",,GF,,FM,HF,,KF,,,,,,
8,Slow Cooker French Dip Sandwich with Caramelized Onions,https://www.skinnytaste.com/slow-cooker-french-dip-sandwiches-with/,10,https://www.skinnytaste.com/wp-content/uploads/2014/01/French-Dip-3-260x390.jpg,308,"Slow Cooker French Dip Sandwich with Caramelized Onions filled with beef, melted cheese and au jus (beef broth) for dipping. The perfect weekend crock pot recipe!",,,,,,,KF,,,,,,SC
9,Spaghetti with Butternut Leek Parmesan Sauce,https://www.skinnytaste.com/spaghetti-with-creamy-butternut-leek/,8,https://www.skinnytaste.com/wp-content/uploads/2012/10/Spaghetti-with-Butternut-Leek-Sauce-7-260x390.jpg,266,"Something magical happens to pasta when you combine spaghetti with a creamy butternut sauce made with leeks, sage, garlic and Parmigiano Reggiano. You’ll swear this is full of cream and butter, but it’s not!",,GF,,,HF,,KF,,,,V,,
10,Pumpkin Butter,https://www.skinnytaste.com/pumpkin-butter/,2,https://www.skinnytaste.com/wp-content/uploads/2010/10/pumpkin-butter-3-260x390.jpg,42,"Pumpkin lovers will love this easy, pumpkin butter recipe made from scratch. It’s like pumpkin pie in a jar, only better! Delicious smeared on toast, oatmeal, yogurt, and more!",DF,GF,,FM,,,KF,,,Q,V,,
11,Cinnamon Apple Yogurt Bowls,https://www.skinnytaste.com/cinnamon-apple-yogurt-bowls/,6,https://www.skinnytaste.com/wp-content/uploads/2019/10/Cinnamon-Apple-Yogurt-Bowls-1-9-260x390.jpg,283,"These Cinnamon Apple Yogurt Bowls are like having apple pie for breakfast, without the crust!",,GF,,,,,KF,,MP,Q,V,,
12,Spaghetti Carbonara,https://www.skinnytaste.com/spaghetti-carbonara/,11,https://www.skinnytaste.com/wp-content/uploads/2019/10/Spaghetti-Carbonara-6-260x390.jpg,422,"With pasta tossed with diced bacon, grated cheese, and copious amounts of black pepper and topped with a poached egg, this Spaghetti Carbonara recipe is smooth and creamy with incredible flavor. Though simple to make, it tastes and looks like something straight from an Italian restaurant.",,GF,,,,,KF,,,Q,,,
13,Crock Pot Picadillo,https://www.skinnytaste.com/crock-pot-picadillo/,4,https://www.skinnytaste.com/wp-content/uploads/2013/01/Crockpot-Picadillo-8-260x390.jpg,207,"Crock Pot Picadillo is a flavorful Cuban dish made with ground beef and a sauce made from simmering tomatoes, green olives, bell peppers, cumin, and spices.",,GF,,FM,,,KF,LC,,,,W,SC
14,Creamy Roasted Cauliflower Chowder,https://www.skinnytaste.com/creamy-roasted-cauliflower-chowder/,7,https://www.skinnytaste.com/wp-content/uploads/2019/10/Creamy-Roasted-Cauliflower-Chowder-6-260x390.jpg,205,"This Creamy Roasted Cauliflower Chowder is comfort food without all the calories. Made with roasted cauliflower, which adds deep, caramelized flavor while keeping the soup a little lighter.",,,,,HF,,KF,,,,,,
15,Prosciutto Wrapped Figs with Blue Cheese (Grill or Air Fryer),https://www.skinnytaste.com/prosciutto-wrapped-figs-with-blue-cheese/,5,https://www.skinnytaste.com/wp-content/uploads/2019/10/Prosciutto-Wrapped-Figs-with-Blue-Cheese-3-260x390.jpg,221,"Prosciutto Wrapped Figs with Blue Cheese served on a bed of baby arugula with a light vinaigrette. A delicious combination of salt, acid and sweet.",,GF,AF,,,,,,,Q,,,
16,Turmeric Roasted Chicken and Sweet Potatoes,https://www.skinnytaste.com/turmeric-roasted-chicken-and-sweet-potatoes/,12,https://www.skinnytaste.com/wp-content/uploads/2019/10/Turmeric-Roasted-Chicken-and-Sweet-Potatoes-5-260x390.jpg,516,Caramelized sweet potatoes and shallots are the bed for roasted chicken thighs and legs that come together in this one-pot healthy chicken dinner.,DF,GF,,,,,KF,,,,,W,
17,Parmesan Crusted Delicata Squash,https://www.skinnytaste.com/parmesan-crusted-delicata-squash/,4,https://www.skinnytaste.com/wp-content/uploads/2017/09/Parmesan-Crusted-Delicata-Squash-1-260x390.jpg,232,"Parmesan Crusted Roasted Delicata Squash, one of my favorite ways to prepare delicata squash! The edges come out crisp, golden and delicious.",,GF,,,HF,,KF,,,Q,V,,
18,Instant Pot Indian Chicken Pulao,https://www.skinnytaste.com/instant-pot-indian-chicken-pulao/,7,https://www.skinnytaste.com/wp-content/uploads/2019/09/Instant-Pot-Indian-Chicken-Pulao-4-1-260x390.jpg,396,"Instant Pot Chicken Pulao comes together in just 30 minutes, with basmati rice, chicken breasts, and a few aromatics and spices. The perfect introduction to Indian cuisine!",,GF,,,,,,,,Q,,,
19,Pumpkin Roll,https://www.skinnytaste.com/pumpkin-roll-lightened-up/,9,https://www.skinnytaste.com/wp-content/uploads/2019/09/Pumpkin-Roll-6-260x390.jpg,198,This classic pumpkin roll recipe features an irresistible pumpkin spice sponge cake with a tangy cream cheese filling. Perfect for Thanksgiving and Christmas!,,,,,,,,,,,V,,
20,Eggplant and Tomato Sauce,https://www.skinnytaste.com/eggplant-and-tomato-sauce/,2,https://www.skinnytaste.com/wp-content/uploads/2009/10/Eggplant-and-Tomato-Sauce-8-260x390.jpg,127,"This simple Eggplant and Tomato Sauce is delicious, made with diced eggplant stewed in tomatoes and garlic. I love it served over pasta but it’s also great over zucchini noodles, polenta or as a side dish on it’s own.",DF,GF,,FM,HF,,KF,LC,,Q,V,W,
1,Air Fryer Scallops with Bacon,https://www.skinnytaste.com/air-fryer-bacon-wrapped-scallops/,2,https://www.skinnytaste.com/wp-content/uploads/2019/09/Air-Fryer-Bacon-Wrapped-Scallops-7-1-260x390.jpg,138,"Air Fryer Scallops with Bacon are so easy, made with just two ingredients! Elegant enough to impress guests yet easy enough to make any weeknight for your family.",DF,GF,AF,,,,KF,LC,,Q,,W,
2,Pork Carnitas (Slow Cooker Mexican Pulled Pork),https://www.skinnytaste.com/mexican-slow-cooked-pork-carnitas/,4,https://www.skinnytaste.com/wp-content/uploads/2010/03/Slow-Cooker-Carnitas-4-260x390.jpg,160,"Slow Cooker Pork Carnitas or Mexican Pulled Pork is the best Mexican pork recipe to stuff it into a tortilla, in tacos or turn it into a burrito bowl!",DF,GF,,FM,,,KF,LC,MP,,,,SC
3,Mashed Cauliflower,https://www.skinnytaste.com/creamy-cauliflower-puree/,2,https://www.skinnytaste.com/wp-content/uploads/2010/03/Creamy-Cauliflower-Puree-5-260x390.jpg,62,Mashed Cauliflower is essentially a creamy cauliflower puree that makes a delicious low-carb or keto alternative to mashed potatoes.,,GF,,,,,KF,LC,,Q,V,,
4,Baked Oatmeal Recipe with Pears Bananas and Walnuts,https://www.skinnytaste.com/baked-oatmeal-recipe-with-pears-bananas-walnuts/,6,https://www.skinnytaste.com/wp-content/uploads/2019/09/Maple-Cinnamon-Banana-Pear-Baked-Oatmeal-with-Walnuts-7-260x390.jpg,225,"Baked oatmeal is like having dessert for breakfast! Made with healthy ingredients—bananas, pears, oats, nuts and maple syrup, it will leave you satisfied all morning.",,GF,,,,,,,MP,,V,,
5,Baked Sweet Potato (How To Bake Sweet Potatoes),https://www.skinnytaste.com/baked-sweet-potato/,3,https://www.skinnytaste.com/wp-content/uploads/2019/09/Baked-Sweet-Potatoes-5-260x390.jpg,164,Making a Baked Sweet Potato in the oven is so easy and comes out perfectly sweet and fluffy on the inside with this foolproof recipe.,DF,GF,,,HF,,KF,,MP,,V,W,
6,Garlic Lovers Roast Beef,https://www.skinnytaste.com/garlic-lovers-roast-beef/,3,https://www.skinnytaste.com/wp-content/uploads/2013/06/Garlic-Lover%E2%80%99s-Roast-Beef-5-260x390.jpg,142.5,"Garlic Lovers Roast Beef is the best roast beef recipe, so flavorful and loaded with garlic as the name implies.",DF,GF,,,,,KF,LC,,,,W,
7,Spinach Tortellini en Brodo (in Broth),https://www.skinnytaste.com/spinach-tortellini-en-brodo/,7,https://www.skinnytaste.com/wp-content/uploads/2010/12/Spinach-Tortellini-En-Brodo-8-260x390.jpg,228,Spinach Tortellini en Brodo (in broth) is an Italian soup made with spinach and cheese tortellini and vegetables in a light broth.,,,,,,,KF,,,Q,V,,
8,Mango-Raspberry Fruit Roll Ups,https://www.skinnytaste.com/mango-raspberry-fruit-roll-ups/,1,https://www.skinnytaste.com/wp-content/uploads/2019/09/Mango-Raspberry-Fruit-Leather-9-260x390.jpg,39,"Homemade Mango-Raspberry Fruit Roll Ups, so much healthier than the store-bought kind, and with much less added sugar.",DF,GF,,,,,KF,,,,V,,
9,Caprese Salad,https://www.skinnytaste.com/caprese-salad/,4,https://www.skinnytaste.com/wp-content/uploads/2019/09/Insalata-Caprese-2-260x390.jpg,100,"Caprese Salad or Insalata Caprese is a simple summer salad with fresh mozzarella, thick slices of juicy tomatoes, basil and a splash of balsamic vinegar. Serve it as an appetizer, side dish, or just make it a meal!",,GF,,,,,KF,LC,,Q,V,,
10,Wilted Baby Spinach with Garlic and Oil,https://www.skinnytaste.com/wilted-baby-spinach-with-garlic-and-oil/,2,https://www.skinnytaste.com/wp-content/uploads/2008/06/Wilted-Baby-Spinach-3-260x390.jpg,70,Wilted Baby Spinach with Garlic and Oil is my favorite way to prepare this easy side dish made with just 3 ingredients and ready in under 10 minutes.,DF,GF,,,,,KF,LC,,Q,V,W,
11,Lemon-Parsley Foil Packet Potatoes,https://www.skinnytaste.com/lemon-parsley-potato-foil-packets/,3,https://www.skinnytaste.com/wp-content/uploads/2019/08/Lemon-Parsley-Potatoes-in-Foil-5-260x390.jpg,113,"Lemon-Parsley Foil Packet Potatoes can be grilled or baked in the oven! A delicious side dish, and the best part – easy cleanup!",DF,GF,,,,,KF,,,,V,W,
12,Houston’s Veggie Burger,https://www.skinnytaste.com/veggie-burger/,9,https://www.skinnytaste.com/wp-content/uploads/2019/08/Veggie-Burger-8-260x390.jpg,302,"This is a veggie burger that even hearty meat-eaters will love! Made with beans, oats, brown rice, beets and a whole lot of spices, this veggie burger is a real crowd pleaser.",DF,GF,,FM,HF,,,,,,V,,
13,Air Fryer Shishito Peppers,https://www.skinnytaste.com/air-fried-shishito-peppers/,0,https://www.skinnytaste.com/wp-content/uploads/2019/08/Air-Fryer-Blistered-Shishito-Peppers-4-260x390.jpg,15,Easy Air Fryer Shishito Peppers come out charred and blistered. Finish with a squeeze of lemon over the top and they are delicious!,DF,GF,AF,,,,,LC,,Q,V,W,
14,Burma Superstar Chicken Dal Curry,https://www.skinnytaste.com/burma-superstar-chicken-dal-curry/,7,https://www.skinnytaste.com/wp-content/uploads/2019/08/Chicken-Dal-Curry-1-3-260x390.jpg,529,"Chicken Dal Curry is a comforting Burmese stew made with yellow peas, chicken, ginger, turmeric, curry and spices.",DF,GF,,FM,HF,,,,,,,,
15,Spicy Tuna Poke Bowl,https://www.skinnytaste.com/spicy-tuna-poke-bowls/,7,https://www.skinnytaste.com/wp-content/uploads/2019/08/Spicy-Tuna-Poke-Bowls-8-260x390.jpg,397,"This Spicy Tuna Poke Bowl is made with chunks of fresh tuna, avocado, cucumbers, spicy mayo and scallions cut on the bias served on a bed of steamed rice – YES please!!",DF,GF,,,HF,,,,,Q,,,
16,Basil Oil,https://www.skinnytaste.com/basil-oil/,3,https://www.skinnytaste.com/wp-content/uploads/2019/08/Basil-Oil-9-260x390.jpg,82,"Making basil oil is so simple, trust me you’ll want to drizzle it all over your chicken, fish, tomatoes, vegetables or with some crusty bread!",DF,GF,,,,,KF,LC,,Q,V,W,
17,Orecchiette with Sausage and Broccoli Rabe,https://www.skinnytaste.com/orecchiette-with-chicken-sausage-and/,8,https://www.skinnytaste.com/wp-content/uploads/2011/04/Orecchiette-Pasta-with-Chicken-Sausage-_-Broccoli-Rabe-6-260x390.jpg,289,Orecchiette with Sausage and Broccoli Rabe uses chicken sausage in place of pork sausage and a whole lot of garlic! This lightened up version of my favorite Italian classic pasta dish will not disappoint!!,,GF,,,,,,,,Q,,,
